"","CNA_cohort","CNA_covered_in_sc23"
"234","chr10_66877260_70732858","chr10_66927781_67513176,chr10_67513176_67546607,chr10_67546607_67798957,chr10_67798957_67899681,chr10_67899681_68067410,chr10_68067410_68095452,chr10_68095452_68169160,chr10_68169160_68199058,chr10_68199058_68239239,chr10_68239239_68271276,chr10_68271276_68304168,chr10_68304168_68541475,chr10_68541475_68651689,chr10_68651689_68927972,chr10_68927972_69007386,chr10_69007386_69130553,chr10_69130553_69167115,chr10_69167115_69207833,chr10_69207833_69248408,chr10_69248408_69278266,chr10_69278266_69306316,chr10_69306316_69359754,chr10_69359754_69466584,chr10_69466584_69508801,chr10_69508801_69582465,chr10_69582465_69708563,chr10_69708563_69856905,chr10_69856905_70181842,chr10_70181842_70539879,chr10_70539879_70634918,chr10_70634918_70695705,chr10_70695705_70725423"
"235","chr10_71165458_81052320","chr10_71215169_71375419,chr10_71375419_71422362,chr10_71422362_71629975,chr10_71629975_71730669,chr10_71730669_72006447,chr10_72006447_72077463,chr10_72077463_73745867,chr10_73745867_73780746,chr10_73780746_73849916,chr10_73849916_74141666,chr10_74141666_74170067,chr10_74170067_74207158,chr10_74207158_74281516,chr10_74281516_74329418,chr10_74329418_74378548,chr10_74378548_74450417,chr10_74450417_74502149,chr10_74502149_74566768,chr10_74566768_74645355,chr10_74645355_74689945,chr10_74689945_74731074,chr10_74731074_74771713,chr10_74771713_74822890,chr10_74822890_74888444,chr10_74888444_75269017,chr10_75269017_75597148,chr10_75597148_75721140,chr10_75721140_76263531,chr10_76263531_76395888,chr10_76395888_76435937,chr10_76435937_76510668,chr10_76510668_76571677,chr10_76571677_76632178,chr10_76632178_76750898,chr10_76750898_76814160,chr10_76814160_76829283,chr10_76829283_77016992,chr10_77016992_77063859,chr10_77063859_77192898,chr10_77192898_77206929,chr10_77206929_77264149,chr10_77264149_77431314,chr10_77431314_77684807,chr10_77684807_77814366,chr10_77814366_77840840,chr10_77840840_77859432,chr10_77859432_77866833,chr10_77866833_77957857,chr10_77957857_78034374,chr10_78034374_78153673,chr10_78153673_78243815,chr10_78243815_78290265,chr10_78290265_78379846,chr10_78379846_78492293,chr10_78492293_78526264,chr10_78526264_78588168,chr10_78588168_78694977,chr10_78694977_78760756,chr10_78760756_78805664,chr10_78805664_78882455,chr10_78882455_78962194,chr10_78962194_78983686,chr10_78983686_79018978,chr10_79018978_79105415,chr10_79105415_79304994,chr10_79304994_79433360,chr10_79433360_79525582,chr10_79525582_79681017,chr10_79681017_80110680,chr10_80110680_80514036,chr10_80514036_80629268,chr10_80629268_80650634,chr10_80650634_80805474"
"236","chr11_158698_14852479","chr11_ 1292516_ 1496692,chr11_ 1496692_ 2887917,chr11_ 2887917_ 3091768,chr11_ 3091768_ 3418006,chr11_ 3418006_ 3505405,chr11_ 3505405_ 3628464,chr11_ 3628464_ 3706436,chr11_ 3706436_ 3725064,chr11_ 3725064_ 3765484,chr11_ 3765484_ 3848263,chr11_ 3848263_ 4048732,chr11_ 4048732_ 4085659,chr11_ 4085659_ 4226315,chr11_ 4226315_ 4589859,chr11_ 4589859_ 4615021,chr11_ 4615021_ 4682986,chr11_ 4682986_ 4840755,chr11_ 4840755_ 4885841,chr11_ 4885841_ 5002708,chr11_ 5002708_ 5027698,chr11_ 5027698_ 5060070,chr11_ 5060070_ 5129884,chr11_ 5129884_ 5166656,chr11_ 5166656_ 5288330,chr11_ 5288330_ 5484683,chr11_ 5484683_ 5519637,chr11_ 5519637_ 5722629,chr11_ 5722629_ 5761793,chr11_ 5761793_ 5812426,chr11_ 5812426_ 6004651,chr11_ 6004651_ 6086387,chr11_ 6086387_ 6216501,chr11_ 6216501_ 6303703,chr11_ 6303703_ 6370951,chr11_ 6370951_ 6411936,chr11_ 6411936_ 6507793,chr11_ 6507793_ 6721172,chr11_ 6721172_ 6769924,chr11_ 6769924_ 6801473,chr11_ 6801473_ 6828123,chr11_ 6828123_ 6855269,chr11_ 6855269_ 6987338,chr11_ 6987338_ 7025989,chr11_ 7025989_ 7108737,chr11_ 7108737_ 7143339,chr11_ 7143339_ 7252149,chr11_ 7252149_ 7272549,chr11_ 7272549_ 7325756,chr11_ 7325756_ 7358302,chr11_ 7358302_ 7399262,chr11_ 7399262_ 7442376,chr11_ 7442376_ 7501656,chr11_ 7501656_ 7573853,chr11_ 7573853_ 7630718,chr11_ 7630718_ 7769162,chr11_ 7769162_ 7866275,chr11_ 7866275_ 7941208,chr11_ 7941208_ 8004902,chr11_ 8004902_ 8056859,chr11_ 8056859_ 8167959,chr11_ 8167959_ 8204413,chr11_ 8204413_ 8235568,chr11_ 8235568_ 8393375,chr11_ 8393375_ 8616491,chr11_ 8616491_ 8666499,chr11_ 8666499_ 8752453,chr11_ 8752453_ 8800967,chr11_ 8800967_ 8849060,chr11_ 8849060_ 8928527,chr11_ 8928527_ 8960868,chr11_ 8960868_ 9130180,chr11_ 9130180_ 9293212,chr11_ 9293212_ 9434151,chr11_ 9434151_ 9599269,chr11_ 9599269_ 9953063,chr11_ 9953063_10027857,chr11_10027857_10066198,chr11_10066198_10108951,chr11_10108951_10232025,chr11_10232025_10647063,chr11_10647063_10780890,chr11_10780890_10919682,chr11_10919682_10987903,chr11_10987903_11041318,chr11_11041318_11143510,chr11_11143510_11360480,chr11_11360480_11458929,chr11_11458929_11671945,chr11_11671945_11984874,chr11_11984874_12071644,chr11_12071644_12287270,chr11_12287270_12633346,chr11_12633346_12990778,chr11_12990778_13231025,chr11_13231025_13283119,chr11_13283119_13328533,chr11_13328533_13514323,chr11_13514323_13538504,chr11_13538504_13640780,chr11_13640780_13797642,chr11_13797642_13851229,chr11_13851229_13871170,chr11_13871170_13899975,chr11_13899975_13952206,chr11_13952206_14037899,chr11_14037899_14074915,chr11_14074915_14107678,chr11_14107678_14169913,chr11_14169913_14349527,chr11_14349527_14771766"
"237","chr11_19110303_20606210","chr11_19119481_19195800,chr11_19195800_19321245,chr11_19321245_19380466,chr11_19380466_19427042,chr11_19427042_19766411,chr11_19766411_19812782,chr11_19812782_19866985,chr11_19866985_20018595,chr11_20018595_20187861,chr11_20187861_20240500,chr11_20240500_20263893,chr11_20263893_20371238,chr11_20371238_20605608"
"238","chr11_21327906_42449248","chr11_21407244_21562836,chr11_21562836_21632401,chr11_21632401_21680399,chr11_21680399_21725409,chr11_21725409_21753473,chr11_21753473_21877749,chr11_21877749_22010345,chr11_22010345_22047272,chr11_22047272_22095047,chr11_22095047_22136748,chr11_22136748_22196897,chr11_22196897_22228681,chr11_22228681_22245807,chr11_22245807_22248980,chr11_22248980_22437030,chr11_22437030_22751256,chr11_22751256_22901085,chr11_22901085_22953282,chr11_22953282_23002529,chr11_23002529_23170765,chr11_23170765_23318366,chr11_23318366_23383481,chr11_23383481_23567633,chr11_23567633_23603741,chr11_23603741_23634404,chr11_23634404_23684151,chr11_23684151_23694086,chr11_23694086_23711247,chr11_23711247_23763887,chr11_23763887_23848545,chr11_23848545_24010769,chr11_24010769_24185436,chr11_24185436_24225751,chr11_24225751_24337281,chr11_24337281_24449947,chr11_24449947_24543814,chr11_24543814_24674184,chr11_24674184_24678985,chr11_24678985_24706623,chr11_24706623_24949104,chr11_24949104_25137735,chr11_25137735_25139623,chr11_25139623_25289969,chr11_25289969_25493491,chr11_25493491_25557817,chr11_25557817_25629754,chr11_25629754_25847358,chr11_25847358_25954094,chr11_25954094_26048713,chr11_26048713_26134640,chr11_26134640_26147732,chr11_26147732_26214463,chr11_26214463_26265379,chr11_26265379_26351536,chr11_26351536_26400361,chr11_26400361_26458904,chr11_26458904_26518078,chr11_26518078_26548069,chr11_26548069_26687344,chr11_26687344_26748652,chr11_26748652_26757736,chr11_26757736_26957676,chr11_26957676_27256329,chr11_27256329_27333655,chr11_27333655_27438366,chr11_27438366_27527580,chr11_27527580_27588953,chr11_27588953_27859174,chr11_27859174_28006415,chr11_28006415_28039301,chr11_28039301_28317804,chr11_28317804_28400488,chr11_28400488_28500237,chr11_28500237_28790405,chr11_28790405_28847543,chr11_28847543_29205572,chr11_29205572_29270063,chr11_29270063_29308398,chr11_29308398_29355751,chr11_29355751_29459142,chr11_29459142_29550539,chr11_29550539_29582439,chr11_29582439_29825484,chr11_29825484_29888679,chr11_29888679_29965150,chr11_29965150_30002646,chr11_30002646_30182827,chr11_30182827_30319355,chr11_30319355_30507970,chr11_30507970_30540920,chr11_30540920_30766557,chr11_30766557_30827092,chr11_30827092_30858602,chr11_30858602_30896566,chr11_30896566_31017352,chr11_31017352_31056296,chr11_31056296_31068297,chr11_31068297_31191115,chr11_31191115_31233160,chr11_31233160_31252799,chr11_31252799_31310477,chr11_31310477_31399928,chr11_31399928_31495783,chr11_31495783_31618977,chr11_31618977_31683184,chr11_31683184_31739641,chr11_31739641_31834372,chr11_31834372_31874718,chr11_31874718_31945303,chr11_31945303_31991023,chr11_31991023_32098713,chr11_32098713_32243774,chr11_32243774_32272341,chr11_32272341_32295590,chr11_32295590_32315094,chr11_32315094_32349455,chr11_32349455_32371982,chr11_32371982_32391493,chr11_32391493_32415159,chr11_32415159_32439239,chr11_32439239_32532766,chr11_32532766_32568449,chr11_32568449_32733442,chr11_32733442_32793420,chr11_32793420_32838204,chr11_32838204_32846043,chr11_32846043_32858719,chr11_32858719_32894260,chr11_32894260_32933770,chr11_32933770_32967786,chr11_32967786_33019228,chr11_33019228_33088419,chr11_33088419_33101078,chr11_33101078_33285236,chr11_33285236_33373837,chr11_33373837_33406553,chr11_33406553_33634326,chr11_33634326_33694054,chr11_33694054_33701046,chr11_33701046_33766415,chr11_33766415_33804884,chr11_33804884_33807931,chr11_33807931_33890275,chr11_33890275_34051650,chr11_34051650_34130230,chr11_34130230_34162782,chr11_34162782_34280027,chr11_34280027_34392753,chr11_34392753_34463161,chr11_34463161_34529873,chr11_34529873_34588218,chr11_34588218_34632759,chr11_34632759_34825947,chr11_34825947_34860353,chr11_34860353_34909983,chr11_34909983_35044523,chr11_35044523_35107725,chr11_35107725_35182682,chr11_35182682_35375873,chr11_35375873_35513975,chr11_35513975_35554567,chr11_35554567_35583188,chr11_35583188_35664555,chr11_35664555_35702931,chr11_35702931_35758097,chr11_35758097_35847762,chr11_35847762_35868493,chr11_35868493_36080954,chr11_36080954_36167794,chr11_36167794_36275539,chr11_36275539_36393100,chr11_36393100_36440017,chr11_36440017_36533694,chr11_36533694_36600253,chr11_36600253_36703301,chr11_36703301_36785656,chr11_36785656_36807091,chr11_36807091_36876022,chr11_36876022_36912274,chr11_36912274_37012890,chr11_37012890_37014138,chr11_37014138_37307774,chr11_37307774_37384516,chr11_37384516_37679420,chr11_37679420_37870316,chr11_37870316_38090061,chr11_38090061_38251956,chr11_38251956_38288365,chr11_38288365_38334139,chr11_38334139_38399173,chr11_38399173_38424578,chr11_38424578_38452961,chr11_38452961_38578042,chr11_38578042_38605044,chr11_38605044_38728258,chr11_38728258_38754985,chr11_38754985_38897640,chr11_38897640_39002081,chr11_39002081_39173169,chr11_39173169_39378064,chr11_39378064_39442093,chr11_39442093_39699744,chr11_39699744_39881726,chr11_39881726_39922389,chr11_39922389_39965648,chr11_39965648_40085030,chr11_40085030_40149763,chr11_40149763_40170752,chr11_40170752_40187798,chr11_40187798_40247721,chr11_40247721_40293160,chr11_40293160_40515789,chr11_40515789_40633949,chr11_40633949_40672874,chr11_40672874_40697028,chr11_40697028_40741160,chr11_40741160_40809326,chr11_40809326_40847863,chr11_40847863_40895412,chr11_40895412_40973771,chr11_40973771_40992519,chr11_40992519_41043962,chr11_41043962_41233261,chr11_41233261_41237641,chr11_41237641_41347022,chr11_41347022_41569882,chr11_41569882_41608415,chr11_41608415_41640231,chr11_41640231_41785206,chr11_41785206_41884358,chr11_41884358_41921085,chr11_41921085_41940016,chr11_41940016_42021397,chr11_42021397_42133069,chr11_42133069_42192437,chr11_42192437_42391050,chr11_42391050_42423055"
"239","chr11_42529845_43438747","chr11_42629446_42797341,chr11_42797341_42827147,chr11_42827147_42859866,chr11_42859866_42950302,chr11_42950302_42990839,chr11_42990839_43026714,chr11_43026714_43113795,chr11_43113795_43132543,chr11_43132543_43165789,chr11_43165789_43236744,chr11_43236744_43306607,chr11_43306607_43353238,chr11_43353238_43383583"
"240","chr11_45555630_46640985","chr11_45602796_45626252,chr11_45626252_45698826,chr11_45698826_45783051,chr11_45783051_45931713,chr11_45931713_46236284,chr11_46236284_46297746,chr11_46297746_46377038,chr11_46377038_46498383,chr11_46498383_46610541"
"241","chr11_55714457_55924007","chr11_55762394_55830265,chr11_55830265_55849202"
"242","chr11_59157786_61569116","chr11_59207958_59242216,chr11_59242216_59278491,chr11_59278491_59566570,chr11_59566570_59644605,chr11_59644605_59755931,chr11_59755931_59985830,chr11_59985830_60053813,chr11_60053813_60287132,chr11_60287132_60308563,chr11_60308563_60351054,chr11_60351054_60392210,chr11_60392210_60460522,chr11_60460522_60517993,chr11_60517993_60757057,chr11_60757057_60897413,chr11_60897413_61136935,chr11_61136935_61459141"
"243","chr11_67540379_78005231","chr11_67607890_67878046,chr11_67878046_68069911,chr11_68069911_68297417,chr11_68297417_68736641,chr11_68736641_68765198,chr11_68765198_69249272,chr11_69249272_69596982,chr11_69596982_69964398,chr11_69964398_70829099,chr11_70829099_71210231,chr11_71210231_71358131,chr11_71358131_71521688,chr11_71521688_71557211,chr11_71557211_71585517,chr11_71585517_71664737,chr11_71664737_71933231,chr11_71933231_72190087,chr11_72190087_72228984,chr11_72228984_72278102,chr11_72278102_72491968,chr11_72491968_72550359,chr11_72550359_72758772,chr11_72758772_72800485,chr11_72800485_72838480,chr11_72838480_73019543,chr11_73019543_73373332,chr11_73373332_73488084,chr11_73488084_73521868,chr11_73521868_73686580,chr11_73686580_73709859,chr11_73709859_73748510,chr11_73748510_74120658,chr11_74120658_74168629,chr11_74168629_74216567,chr11_74216567_74391633,chr11_74391633_74596871,chr11_74596871_74683533,chr11_74683533_74719236,chr11_74719236_74818977,chr11_74818977_74859290,chr11_74859290_75140220,chr11_75140220_75322258,chr11_75322258_75405734,chr11_75405734_75533668,chr11_75533668_75554224,chr11_75554224_75840599,chr11_75840599_75864126,chr11_75864126_75955156,chr11_75955156_76051836,chr11_76051836_76350251,chr11_76350251_76384023,chr11_76384023_76535472,chr11_76535472_76588612,chr11_76588612_76643452,chr11_76643452_76915840,chr11_76915840_77125319,chr11_77125319_77219026,chr11_77219026_77254872,chr11_77254872_77330625,chr11_77330625_77648304,chr11_77648304_77678717,chr11_77678717_77714067,chr11_77714067_77731535,chr11_77731535_77922972"
"244","chr11_281387_4123872","chr11_1292516_1496692,chr11_1496692_2887917,chr11_2887917_3091768,chr11_3091768_3418006,chr11_3418006_3505405,chr11_3505405_3628464,chr11_3628464_3706436,chr11_3706436_3725064,chr11_3725064_3765484,chr11_3765484_3848263,chr11_3848263_4048732,chr11_4048732_4085659"
"245","chr11_5745923_6141621","chr11_5761793_5812426,chr11_5812426_6004651,chr11_6004651_6086387"
"246","chr11_7268423_7460133","chr11_7272549_7325756,chr11_7325756_7358302,chr11_7358302_7399262,chr11_7399262_7442376"
"247","chr11_10942979_14804307","chr11_10987903_11041318,chr11_11041318_11143510,chr11_11143510_11360480,chr11_11360480_11458929,chr11_11458929_11671945,chr11_11671945_11984874,chr11_11984874_12071644,chr11_12071644_12287270,chr11_12287270_12633346,chr11_12633346_12990778,chr11_12990778_13231025,chr11_13231025_13283119,chr11_13283119_13328533,chr11_13328533_13514323,chr11_13514323_13538504,chr11_13538504_13640780,chr11_13640780_13797642,chr11_13797642_13851229,chr11_13851229_13871170,chr11_13871170_13899975,chr11_13899975_13952206,chr11_13952206_14037899,chr11_14037899_14074915,chr11_14074915_14107678,chr11_14107678_14169913,chr11_14169913_14349527,chr11_14349527_14771766"
"248","chr11_14887858_15053260","chr11_14940032_14997515,chr11_14997515_15024711"
"249","chr11_20307772_20726672","chr11_20371238_20605608,chr11_20605608_20686393"
"250","chr11_21820772_43860260","chr11_21877749_22010345,chr11_22010345_22047272,chr11_22047272_22095047,chr11_22095047_22136748,chr11_22136748_22196897,chr11_22196897_22228681,chr11_22228681_22245807,chr11_22245807_22248980,chr11_22248980_22437030,chr11_22437030_22751256,chr11_22751256_22901085,chr11_22901085_22953282,chr11_22953282_23002529,chr11_23002529_23170765,chr11_23170765_23318366,chr11_23318366_23383481,chr11_23383481_23567633,chr11_23567633_23603741,chr11_23603741_23634404,chr11_23634404_23684151,chr11_23684151_23694086,chr11_23694086_23711247,chr11_23711247_23763887,chr11_23763887_23848545,chr11_23848545_24010769,chr11_24010769_24185436,chr11_24185436_24225751,chr11_24225751_24337281,chr11_24337281_24449947,chr11_24449947_24543814,chr11_24543814_24674184,chr11_24674184_24678985,chr11_24678985_24706623,chr11_24706623_24949104,chr11_24949104_25137735,chr11_25137735_25139623,chr11_25139623_25289969,chr11_25289969_25493491,chr11_25493491_25557817,chr11_25557817_25629754,chr11_25629754_25847358,chr11_25847358_25954094,chr11_25954094_26048713,chr11_26048713_26134640,chr11_26134640_26147732,chr11_26147732_26214463,chr11_26214463_26265379,chr11_26265379_26351536,chr11_26351536_26400361,chr11_26400361_26458904,chr11_26458904_26518078,chr11_26518078_26548069,chr11_26548069_26687344,chr11_26687344_26748652,chr11_26748652_26757736,chr11_26757736_26957676,chr11_26957676_27256329,chr11_27256329_27333655,chr11_27333655_27438366,chr11_27438366_27527580,chr11_27527580_27588953,chr11_27588953_27859174,chr11_27859174_28006415,chr11_28006415_28039301,chr11_28039301_28317804,chr11_28317804_28400488,chr11_28400488_28500237,chr11_28500237_28790405,chr11_28790405_28847543,chr11_28847543_29205572,chr11_29205572_29270063,chr11_29270063_29308398,chr11_29308398_29355751,chr11_29355751_29459142,chr11_29459142_29550539,chr11_29550539_29582439,chr11_29582439_29825484,chr11_29825484_29888679,chr11_29888679_29965150,chr11_29965150_30002646,chr11_30002646_30182827,chr11_30182827_30319355,chr11_30319355_30507970,chr11_30507970_30540920,chr11_30540920_30766557,chr11_30766557_30827092,chr11_30827092_30858602,chr11_30858602_30896566,chr11_30896566_31017352,chr11_31017352_31056296,chr11_31056296_31068297,chr11_31068297_31191115,chr11_31191115_31233160,chr11_31233160_31252799,chr11_31252799_31310477,chr11_31310477_31399928,chr11_31399928_31495783,chr11_31495783_31618977,chr11_31618977_31683184,chr11_31683184_31739641,chr11_31739641_31834372,chr11_31834372_31874718,chr11_31874718_31945303,chr11_31945303_31991023,chr11_31991023_32098713,chr11_32098713_32243774,chr11_32243774_32272341,chr11_32272341_32295590,chr11_32295590_32315094,chr11_32315094_32349455,chr11_32349455_32371982,chr11_32371982_32391493,chr11_32391493_32415159,chr11_32415159_32439239,chr11_32439239_32532766,chr11_32532766_32568449,chr11_32568449_32733442,chr11_32733442_32793420,chr11_32793420_32838204,chr11_32838204_32846043,chr11_32846043_32858719,chr11_32858719_32894260,chr11_32894260_32933770,chr11_32933770_32967786,chr11_32967786_33019228,chr11_33019228_33088419,chr11_33088419_33101078,chr11_33101078_33285236,chr11_33285236_33373837,chr11_33373837_33406553,chr11_33406553_33634326,chr11_33634326_33694054,chr11_33694054_33701046,chr11_33701046_33766415,chr11_33766415_33804884,chr11_33804884_33807931,chr11_33807931_33890275,chr11_33890275_34051650,chr11_34051650_34130230,chr11_34130230_34162782,chr11_34162782_34280027,chr11_34280027_34392753,chr11_34392753_34463161,chr11_34463161_34529873,chr11_34529873_34588218,chr11_34588218_34632759,chr11_34632759_34825947,chr11_34825947_34860353,chr11_34860353_34909983,chr11_34909983_35044523,chr11_35044523_35107725,chr11_35107725_35182682,chr11_35182682_35375873,chr11_35375873_35513975,chr11_35513975_35554567,chr11_35554567_35583188,chr11_35583188_35664555,chr11_35664555_35702931,chr11_35702931_35758097,chr11_35758097_35847762,chr11_35847762_35868493,chr11_35868493_36080954,chr11_36080954_36167794,chr11_36167794_36275539,chr11_36275539_36393100,chr11_36393100_36440017,chr11_36440017_36533694,chr11_36533694_36600253,chr11_36600253_36703301,chr11_36703301_36785656,chr11_36785656_36807091,chr11_36807091_36876022,chr11_36876022_36912274,chr11_36912274_37012890,chr11_37012890_37014138,chr11_37014138_37307774,chr11_37307774_37384516,chr11_37384516_37679420,chr11_37679420_37870316,chr11_37870316_38090061,chr11_38090061_38251956,chr11_38251956_38288365,chr11_38288365_38334139,chr11_38334139_38399173,chr11_38399173_38424578,chr11_38424578_38452961,chr11_38452961_38578042,chr11_38578042_38605044,chr11_38605044_38728258,chr11_38728258_38754985,chr11_38754985_38897640,chr11_38897640_39002081,chr11_39002081_39173169,chr11_39173169_39378064,chr11_39378064_39442093,chr11_39442093_39699744,chr11_39699744_39881726,chr11_39881726_39922389,chr11_39922389_39965648,chr11_39965648_40085030,chr11_40085030_40149763,chr11_40149763_40170752,chr11_40170752_40187798,chr11_40187798_40247721,chr11_40247721_40293160,chr11_40293160_40515789,chr11_40515789_40633949,chr11_40633949_40672874,chr11_40672874_40697028,chr11_40697028_40741160,chr11_40741160_40809326,chr11_40809326_40847863,chr11_40847863_40895412,chr11_40895412_40973771,chr11_40973771_40992519,chr11_40992519_41043962,chr11_41043962_41233261,chr11_41233261_41237641,chr11_41237641_41347022,chr11_41347022_41569882,chr11_41569882_41608415,chr11_41608415_41640231,chr11_41640231_41785206,chr11_41785206_41884358,chr11_41884358_41921085,chr11_41921085_41940016,chr11_41940016_42021397,chr11_42021397_42133069,chr11_42133069_42192437,chr11_42192437_42391050,chr11_42391050_42423055,chr11_42423055_42460299,chr11_42460299_42629446,chr11_42629446_42797341,chr11_42797341_42827147,chr11_42827147_42859866,chr11_42859866_42950302,chr11_42950302_42990839,chr11_42990839_43026714,chr11_43026714_43113795,chr11_43113795_43132543,chr11_43132543_43165789,chr11_43165789_43236744,chr11_43236744_43306607,chr11_43306607_43353238,chr11_43353238_43383583,chr11_43383583_43531715,chr11_43531715_43565225,chr11_43565225_43619682,chr11_43619682_43699071,chr11_43699071_43764339"
